Treatment_Code,Treatment_Code_Number,Treatment_Description,Species_1,Species_2,Axenic_State,Plate_Well,Monoculture_v_Biculture,Plate,Well,Well.ID,Time_Treatment,Mean.RFU..Chl.a70.460.685.,Std.Dev.RFU..Chl.a70.460.685.,CV.RFU..Chl.a70.460.685.,Mean.RFU..Chl.a100.460.685.,Std.Dev.RFU..Chl.a100.460.685.,CV.RFU..Chl.a100.460.685.,Reading.Date.Time,Time
10B,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Upper_A6,Biculture,Upper,A6,SPL6,58.38333333_xenic_Cm,106,14.912,14.053,112,19.079,16.984,5/3/2018 10:23,58.38333333
10C,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Upper_F7,Biculture,Upper,F7,SPL47,58.38333333_xenic_Cm,159,20.715,13.019,156,27.011,17.303,5/3/2018 10:23,58.38333333
12A,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Upper_D3,Biculture,Upper,D3,SPL27,58.38333333_xenic_Cm,152,14.746,9.716,131,13.865,10.584,5/3/2018 10:23,58.38333333
12B,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Lower_F4,Biculture,Lower,F4,SPL44,58.38333333_xenic_Cm,161,20.609,12.774,157,30.451,19.341,43223.46432,58.38333333
12C,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Upper_B3,Biculture,Upper,B3,SPL11,58.38333333_xenic_Cm,118,14.945,12.677,113,12.787,11.282,5/3/2018 10:23,58.38333333
14A,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Upper_A8,Biculture,Upper,A8,SPL8,58.38333333_xenic_Cm,90,12.122,13.436,98,19.11,19.544,5/3/2018 10:23,58.38333333
14B,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Upper_C3,Biculture,Upper,C3,SPL19,58.38333333_xenic_Cm,41,11.062,27.053,44,7.759,17.722,5/3/2018 10:23,58.38333333
14C,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Lower_C2,Biculture,Lower,C2,SPL18,58.38333333_xenic_Cm,147,23.055,15.636,143,20.012,13.962,43223.46432,58.38333333
5A,5,Cm xenic Monoculture ,Cm,NA,xenic,Upper_D7,Monoculture,Upper,D7,SPL31,58.38333333_xenic_Cm,176,11.606,6.603,172,25.87,15.012,5/3/2018 10:23,58.38333333
5B,5,Cm xenic Monoculture ,Cm,NA,xenic,Lower_D5,Monoculture,Lower,D5,SPL29,58.38333333_xenic_Cm,195,17.348,8.906,189,59.089,31.319,43223.46432,58.38333333
5C,5,Cm xenic Monoculture ,Cm,NA,xenic,Lower_A5,Monoculture,Lower,A5,SPL5,58.38333333_xenic_Cm,30,9.618,32.059,31,11.237,35.737,43223.46432,58.38333333
21A,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Upper_D6,Biculture,Upper,D6,SPL30,58.38333333_axenic_Mm,42,15.338,36.519,42,12.498,29.6,5/3/2018 10:23,58.38333333
21B,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Lower_A1,Biculture,Lower,A1,SPL1,58.38333333_axenic_Mm,19,11.554,59.763,17,11.548,67.49,43223.46432,58.38333333
21C,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Upper_E3,Biculture,Upper,E3,SPL35,58.38333333_axenic_Mm,25,9.631,39.043,23,9.618,42.431,5/3/2018 10:23,58.38333333
23B,23,Mm axenic invaded with Sa axenic,Mm,Sa,axenic,Upper_B8,Biculture,Upper,B8,SPL16,58.38333333_axenic_Mm,23,6.591,28.937,20,6.515,32.941,5/3/2018 10:23,58.38333333
23C,23,Mm axenic invaded with Sa axenic,Mm,Sa,axenic,Lower_A4,Biculture,Lower,A4,SPL4,58.38333333_axenic_Mm,38,9.85,25.622,29,10.21,34.808,43223.46432,58.38333333
25B,25,Mm axenic invaded with Sc axenic,Mm,Sc,axenic,Upper_E4,Biculture,Upper,E4,SPL36,58.38333333_axenic_Mm,28,7.694,27.698,22,9.418,43.245,5/3/2018 10:23,58.38333333
25C,25,Mm axenic invaded with Sc axenic,Mm,Sc,axenic,Lower_D1,Biculture,Lower,D1,SPL25,58.38333333_axenic_Mm,27,16.583,61.419,25,11.62,47.322,43223.46432,58.38333333
3A,3,Mm axenic Monoculture ,Mm,NA,axenic,Lower_F2,Monoculture,Lower,F2,SPL42,58.38333333_axenic_Mm,30,10.559,35.198,30,7.53,25.286,43223.46432,58.38333333
3B,3,Mm axenic Monoculture ,Mm,NA,axenic,Lower_E8,Monoculture,Lower,E8,SPL40,58.38333333_axenic_Mm,48,8.531,17.61,51,8.482,16.704,43223.46432,58.38333333
3C,3,Mm axenic Monoculture ,Mm,NA,axenic,Upper_E6,Monoculture,Upper,E6,SPL38,58.38333333_axenic_Mm,44,6.747,15.182,48,10.203,21.208,5/3/2018 10:23,58.38333333
22A,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Lower_F5,Biculture,Lower,F5,SPL45,58.38333333_xenic_Mm,30,11.088,37.236,27,7.067,26.392,43223.46432,58.38333333
22B,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Upper_E1,Biculture,Upper,E1,SPL33,58.38333333_xenic_Mm,19,9.148,47.593,27,9.176,33.707,5/3/2018 10:23,58.38333333
22C,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Upper_B5,Biculture,Upper,B5,SPL13,58.38333333_xenic_Mm,35,6.153,17.525,39,10.273,26.043,5/3/2018 10:23,58.38333333
24A,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Upper_C4,Biculture,Upper,C4,SPL20,58.38333333_xenic_Mm,30,6.727,22.675,25,6.153,24.722,5/3/2018 10:23,58.38333333
24B,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Lower_E2,Biculture,Lower,E2,SPL34,58.38333333_xenic_Mm,34,7.373,21.615,33,11.366,34.213,43223.46432,58.38333333
24C,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Lower_B6,Biculture,Lower,B6,SPL14,58.38333333_xenic_Mm,9,4.868,52.782,7,4.822,65.752,43223.46432,58.38333333
26A,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Lower_B8,Biculture,Lower,B8,SPL16,58.38333333_xenic_Mm,7,6.185,92.77,8,6.66,84.428,43223.46432,58.38333333
26B,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Upper_D2,Biculture,Upper,D2,SPL26,58.38333333_xenic_Mm,32,12.755,39.585,34,8.992,26.362,5/3/2018 10:23,58.38333333
26C,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Upper_F1,Biculture,Upper,F1,SPL41,58.38333333_xenic_Mm,32,9.094,28.222,30,6.353,21.099,5/3/2018 10:23,58.38333333
7A,7,Mm xenic Monoculture ,Mm,NA,xenic,Upper_A7,Monoculture,Upper,A7,SPL7,58.38333333_xenic_Mm,28,6.058,21.807,26,11.3,43.837,5/3/2018 10:23,58.38333333
7B,7,Mm xenic Monoculture ,Mm,NA,xenic,Lower_A2,Monoculture,Lower,A2,SPL2,58.38333333_xenic_Mm,18,11.203,62.237,16,10.517,66.192,43223.46432,58.38333333
7C,7,Mm xenic Monoculture ,Mm,NA,xenic,Upper_F5,Monoculture,Upper,F5,SPL45,58.38333333_xenic_Mm,22,8.846,40.827,25,7.356,29.555,5/3/2018 10:23,58.38333333
15A,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Lower_C4,Biculture,Lower,C4,SPL20,58.38333333_axenic_Sa,49,19.112,39.362,49,12.032,24.335,43223.46432,58.38333333
15B,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Lower_F6,Biculture,Lower,F6,SPL46,58.38333333_axenic_Sa,52,14.489,27.746,58,21.972,38.176,43223.46432,58.38333333
15C,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Upper_D5,Biculture,Upper,D5,SPL29,58.38333333_axenic_Sa,241,66.844,27.723,236,51.58,21.897,5/3/2018 10:23,58.38333333
17A,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Upper_E2,Biculture,Upper,E2,SPL34,58.38333333_axenic_Sa,75,30.485,40.587,62,20.421,33.114,5/3/2018 10:23,58.38333333
17B,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_C6,Biculture,Lower,C6,SPL22,58.38333333_axenic_Sa,336,18.785,5.589,323,17.06,5.274,43223.46432,58.38333333
17C,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_E7,Biculture,Lower,E7,SPL39,58.38333333_axenic_Sa,50,17.193,34.31,55,24.06,43.656,43223.46432,58.38333333
19A,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_D3,Biculture,Lower,D3,SPL27,58.38333333_axenic_Sa,52,16.553,32.038,48,18.446,38.429,43223.46432,58.38333333
19B,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_C8,Biculture,Lower,C8,SPL24,58.38333333_axenic_Sa,557,21.656,3.886,548,22.255,4.064,43223.46432,58.38333333
19C,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Upper_C5,Biculture,Upper,C5,SPL21,58.38333333_axenic_Sa,86,29.47,34.136,85,60.548,71.232,5/3/2018 10:23,58.38333333
2A,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_B7,Monoculture,Upper,B7,SPL15,58.38333333_axenic_Sa,60,28.518,47.529,58,27.297,47.154,5/3/2018 10:23,58.38333333
2B,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_E7,Monoculture,Upper,E7,SPL39,58.38333333_axenic_Sa,79,38.275,48.313,79,66.001,83.428,5/3/2018 10:23,58.38333333
2C,2,Sa axenic Monoculture ,Sa,NA,axenic,Lower_F7,Monoculture,Lower,F7,SPL47,58.38333333_axenic_Sa,43,13.02,30.596,40,21.413,53.089,43223.46432,58.38333333
16A,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E6,Biculture,Lower,E6,SPL38,58.38333333_xenic_Sa,103,22.714,22.005,100,33.539,33.576,43223.46432,58.38333333
16B,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Upper_A4,Biculture,Upper,A4,SPL4,58.38333333_xenic_Sa,92,36.958,40.22,75,32.065,42.628,5/3/2018 10:23,58.38333333
16C,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E4,Biculture,Lower,E4,SPL36,58.38333333_xenic_Sa,167,28.376,16.969,157,32.76,20.867,43223.46432,58.38333333
18A,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_B7,Biculture,Lower,B7,SPL15,58.38333333_xenic_Sa,100,19.77,19.792,106,17.903,16.961,43223.46432,58.38333333
18B,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Upper_C8,Biculture,Upper,C8,SPL24,58.38333333_xenic_Sa,111,43.925,39.652,105,30.516,29.156,5/3/2018 10:23,58.38333333
18C,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_D8,Biculture,Lower,D8,SPL32,58.38333333_xenic_Sa,161,38.207,23.78,162,25.96,16.003,43223.46432,58.38333333
20A,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Upper_F6,Biculture,Upper,F6,SPL46,58.38333333_xenic_Sa,189,44.362,23.514,187,46.485,24.873,5/3/2018 10:23,58.38333333
20B,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_C7,Biculture,Lower,C7,SPL23,58.38333333_xenic_Sa,163,53.886,33.014,146,42.844,29.368,43223.46432,58.38333333
20C,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_D4,Biculture,Lower,D4,SPL28,58.38333333_xenic_Sa,222,50.801,22.838,197,47.093,23.905,43223.46432,58.38333333
6A,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_D7,Monoculture,Lower,D7,SPL31,58.38333333_xenic_Sa,178,58.06,32.679,166,76.207,46.031,43223.46432,58.38333333
6B,6,Sa xenic Monoculture ,Sa,NA,xenic,Upper_E5,Monoculture,Upper,E5,SPL37,58.38333333_xenic_Sa,165,32.477,19.63,155,43.867,28.382,5/3/2018 10:23,58.38333333
6C,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_C3,Monoculture,Lower,C3,SPL19,58.38333333_xenic_Sa,130,48.528,37.425,124,43.896,35.432,43223.46432,58.38333333
27A,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_F4,Biculture,Upper,F4,SPL44,58.38333333_axenic_Sc,60,9.918,16.56,65,11.319,17.443,5/3/2018 10:23,58.38333333
27B,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Lower_A8,Biculture,Lower,A8,SPL8,58.38333333_axenic_Sc,47,8.657,18.333,41,8.772,21.279,43223.46432,58.38333333
27C,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_C1,Biculture,Upper,C1,SPL17,58.38333333_axenic_Sc,63,13.179,20.994,58,10.604,18.353,5/3/2018 10:23,58.38333333
29A,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Lower_D2,Biculture,Lower,D2,SPL26,58.38333333_axenic_Sc,75,10.488,13.984,78,15.095,19.38,43223.46432,58.38333333
29B,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_B4,Biculture,Upper,B4,SPL12,58.38333333_axenic_Sc,64,7.446,11.594,58,7.441,12.853,5/3/2018 10:23,58.38333333
29C,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_F3,Biculture,Upper,F3,SPL43,58.38333333_axenic_Sc,53,11.402,21.513,59,11.392,19.164,5/3/2018 10:23,58.38333333
31A,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Upper_D4,Biculture,Upper,D4,SPL28,58.38333333_axenic_Sc,63,7.697,12.218,66,7.089,10.74,5/3/2018 10:23,58.38333333
31B,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_A7,Biculture,Lower,A7,SPL7,58.38333333_axenic_Sc,119,12.367,10.373,118,23.885,20.185,43223.46432,58.38333333
31C,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_B1,Biculture,Lower,B1,SPL9,58.38333333_axenic_Sc,57,10.43,18.441,58,11.79,20.445,43223.46432,58.38333333
4A,4,Sc axenic Monoculture ,Sc,NA,axenic,Lower_A3,Monoculture,Lower,A3,SPL3,58.38333333_axenic_Sc,36,10.121,28.29,40,8.923,22.368,43223.46432,58.38333333
4B,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_C2,Monoculture,Upper,C2,SPL18,58.38333333_axenic_Sc,79,8.028,10.19,82,8.746,10.71,5/3/2018 10:23,58.38333333
4C,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_E8,Monoculture,Upper,E8,SPL40,58.38333333_axenic_Sc,154,19.596,12.725,158,24.643,15.553,5/3/2018 10:23,58.38333333
28A,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Lower_B5,Biculture,Lower,B5,SPL13,58.38333333_xenic_Sc,90,13.324,14.878,89,12.988,14.557,43223.46432,58.38333333
28B,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Upper_F2,Biculture,Upper,F2,SPL42,58.38333333_xenic_Sc,30,9.943,33.266,37,9.705,26.389,5/3/2018 10:23,58.38333333
28C,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Upper_A2,Biculture,Upper,A2,SPL2,58.38333333_xenic_Sc,52,11.702,22.601,50,8.529,16.946,5/3/2018 10:23,58.38333333
30A,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Upper_B2,Biculture,Upper,B2,SPL10,58.38333333_xenic_Sc,65,8.93,13.669,66,7.939,12.11,5/3/2018 10:23,58.38333333
30B,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Upper_F8,Biculture,Upper,F8,SPL48,58.38333333_xenic_Sc,66,5.568,8.479,67,13.233,19.718,5/3/2018 10:23,58.38333333
30C,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Lower_E3,Biculture,Lower,E3,SPL35,58.38333333_xenic_Sc,84,15.306,18.319,85,15.692,18.534,43223.46432,58.38333333
32A,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Lower_C1,Biculture,Lower,C1,SPL17,58.38333333_xenic_Sc,57,9.307,16.359,61,6.87,11.221,43223.46432,58.38333333
32B,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Lower_F1,Biculture,Lower,F1,SPL41,58.38333333_xenic_Sc,67,11.005,16.453,65,10.794,16.521,43223.46432,58.38333333
32C,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Upper_D1,Biculture,Upper,D1,SPL25,58.38333333_xenic_Sc,69,15.252,22.068,64,9.541,15.012,5/3/2018 10:23,58.38333333
8A,8,Sc xenic Monoculture ,Sc,NA,xenic,Lower_E5,Monoculture,Lower,E5,SPL37,58.38333333_xenic_Sc,87,6.481,7.449,88,7.253,8.232,43223.46432,58.38333333
8B,8,Sc xenic Monoculture ,Sc,NA,xenic,Lower_E1,Monoculture,Lower,E1,SPL33,58.38333333_xenic_Sc,69,14.773,21.411,65,12.781,19.63,43223.46432,58.38333333
8C,8,Sc xenic Monoculture ,Sc,NA,xenic,Upper_A3,Monoculture,Upper,A3,SPL3,58.38333333_xenic_Sc,50,11.204,22.21,51,8.983,17.537,5/3/2018 10:23,58.38333333
11A,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Lower_B3,Biculture,Lower,B3,SPL11,64.98333333_axenic_Cm,253,18.62,7.366,249,66.214,26.627,43223.73999,64.98333333
11B,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Lower_A6,Biculture,Lower,A6,SPL6,64.98333333_axenic_Cm,189,15.09,7.993,198,46.011,23.186,43223.73999,64.98333333
11C,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Upper_C7,Biculture,Upper,C7,SPL23,64.98333333_axenic_Cm,288,42.988,14.927,285,89.283,31.303,5/3/2018 16:59,64.98333333
13A,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Lower_B2,Biculture,Lower,B2,SPL10,64.98333333_axenic_Cm,222,40.481,18.216,207,41.238,19.933,43223.73999,64.98333333
13B,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Upper_D8,Biculture,Upper,D8,SPL32,64.98333333_axenic_Cm,295,14.484,4.917,273,39.644,14.516,5/3/2018 16:59,64.98333333
13C,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Lower_B4,Biculture,Lower,B4,SPL12,64.98333333_axenic_Cm,244,20.524,8.412,246,70.079,28.487,43223.73999,64.98333333
1A,1,Cm axenic Monoculture ,Cm,NA,axenic,Upper_A1,Monoculture,Upper,A1,SPL1,64.98333333_axenic_Cm,282,85.158,30.21,275,93.974,34.2,5/3/2018 16:59,64.98333333
1C,1,Cm axenic Monoculture ,Cm,NA,axenic,Upper_B6,Monoculture,Upper,B6,SPL14,64.98333333_axenic_Cm,238,25.688,10.788,243,55.929,22.974,5/3/2018 16:59,64.98333333
9A,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Lower_D6,Biculture,Lower,D6,SPL30,64.98333333_axenic_Cm,376,32.103,8.541,371,62.837,16.952,43223.73999,64.98333333
9B,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Upper_B1,Biculture,Upper,B1,SPL9,64.98333333_axenic_Cm,226,63.911,28.265,230,85.27,37.02,5/3/2018 16:59,64.98333333
9C,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Lower_C5,Biculture,Lower,C5,SPL21,64.98333333_axenic_Cm,308,22.167,7.2,307,70.795,23.06,43223.73999,64.98333333
10A,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Lower_F8,Biculture,Lower,F8,SPL48,64.98333333_xenic_Cm,259,66.114,25.516,253,62.175,24.532,43223.73999,64.98333333
10B,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Upper_A6,Biculture,Upper,A6,SPL6,64.98333333_xenic_Cm,149,21.64,14.567,138,26.754,19.434,5/3/2018 16:59,64.98333333
10C,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Upper_F7,Biculture,Upper,F7,SPL47,64.98333333_xenic_Cm,234,43.164,18.455,225,77.023,34.216,5/3/2018 16:59,64.98333333
12A,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Upper_D3,Biculture,Upper,D3,SPL27,64.98333333_xenic_Cm,210,47.66,22.695,215,40.324,18.755,5/3/2018 16:59,64.98333333
12B,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Lower_F4,Biculture,Lower,F4,SPL44,64.98333333_xenic_Cm,250,73.927,29.545,255,86.497,33.98,43223.73999,64.98333333
12C,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Upper_B3,Biculture,Upper,B3,SPL11,64.98333333_xenic_Cm,165,18.076,10.933,153,24.729,16.198,5/3/2018 16:59,64.98333333
14A,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Upper_A8,Biculture,Upper,A8,SPL8,64.98333333_xenic_Cm,142,30.897,21.775,132,17.007,12.917,5/3/2018 16:59,64.98333333
14B,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Upper_C3,Biculture,Upper,C3,SPL19,64.98333333_xenic_Cm,71,12.114,17.062,71,19.183,27.146,5/3/2018 16:59,64.98333333
14C,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Lower_C2,Biculture,Lower,C2,SPL18,64.98333333_xenic_Cm,223,30.278,13.598,206,40.759,19.829,43223.73999,64.98333333
5A,5,Cm xenic Monoculture ,Cm,NA,xenic,Upper_D7,Monoculture,Upper,D7,SPL31,64.98333333_xenic_Cm,238,27.174,11.428,235,64.9,27.578,5/3/2018 16:59,64.98333333
5B,5,Cm xenic Monoculture ,Cm,NA,xenic,Lower_D5,Monoculture,Lower,D5,SPL29,64.98333333_xenic_Cm,279,14.543,5.219,299,128.393,42.909,43223.73999,64.98333333
5C,5,Cm xenic Monoculture ,Cm,NA,xenic,Lower_A5,Monoculture,Lower,A5,SPL5,64.98333333_xenic_Cm,145,6.305,4.348,161,31.551,19.624,43223.73999,64.98333333
21A,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Upper_D6,Biculture,Upper,D6,SPL30,64.98333333_axenic_Mm,91,6.633,7.263,93,20.793,22.332,5/3/2018 16:59,64.98333333
21B,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Lower_A1,Biculture,Lower,A1,SPL1,64.98333333_axenic_Mm,62,15.579,25.037,58,9.22,15.805,43223.73999,64.98333333
21C,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Upper_E3,Biculture,Upper,E3,SPL35,64.98333333_axenic_Mm,52,9.36,17.962,53,10.799,20.418,5/3/2018 16:59,64.98333333
23B,23,Mm axenic invaded with Sa axenic,Mm,Sa,axenic,Upper_B8,Biculture,Upper,B8,SPL16,64.98333333_axenic_Mm,59,9.579,16.144,49,9.307,18.95,5/3/2018 16:59,64.98333333
23C,23,Mm axenic invaded with Sa axenic,Mm,Sa,axenic,Lower_A4,Biculture,Lower,A4,SPL4,64.98333333_axenic_Mm,61,9.324,15.342,50,5.761,11.574,43223.73999,64.98333333
25B,25,Mm axenic invaded with Sc axenic,Mm,Sc,axenic,Upper_E4,Biculture,Upper,E4,SPL36,64.98333333_axenic_Mm,51,6.103,11.89,48,8.368,17.597,5/3/2018 16:59,64.98333333
25C,25,Mm axenic invaded with Sc axenic,Mm,Sc,axenic,Lower_D1,Biculture,Lower,D1,SPL25,64.98333333_axenic_Mm,55,10.344,18.694,55,19.445,35.426,43223.73999,64.98333333
3A,3,Mm axenic Monoculture ,Mm,NA,axenic,Lower_F2,Monoculture,Lower,F2,SPL42,64.98333333_axenic_Mm,40,5.937,14.843,43,10.32,23.815,43223.73999,64.98333333
3B,3,Mm axenic Monoculture ,Mm,NA,axenic,Lower_E8,Monoculture,Lower,E8,SPL40,64.98333333_axenic_Mm,80,8.614,10.797,87,12.845,14.765,43223.73999,64.98333333
3C,3,Mm axenic Monoculture ,Mm,NA,axenic,Upper_E6,Monoculture,Upper,E6,SPL38,64.98333333_axenic_Mm,88,9.584,10.905,87,23.587,27.147,5/3/2018 16:59,64.98333333
22A,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Lower_F5,Biculture,Lower,F5,SPL45,64.98333333_xenic_Mm,40,13.181,32.954,37,9.497,25.515,43223.73999,64.98333333
22B,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Upper_E1,Biculture,Upper,E1,SPL33,64.98333333_xenic_Mm,35,7.032,19.964,31,9.28,30.042,5/3/2018 16:59,64.98333333
22C,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Upper_B5,Biculture,Upper,B5,SPL13,64.98333333_xenic_Mm,200,10.971,5.482,179,4.781,2.669,5/3/2018 16:59,64.98333333
24A,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Upper_C4,Biculture,Upper,C4,SPL20,64.98333333_xenic_Mm,69,11.927,17.202,63,15.589,24.572,5/3/2018 16:59,64.98333333
24B,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Lower_E2,Biculture,Lower,E2,SPL34,64.98333333_xenic_Mm,49,6.679,13.662,43,10.309,23.729,43223.73999,64.98333333
24C,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Lower_B6,Biculture,Lower,B6,SPL14,64.98333333_xenic_Mm,29,11.091,37.809,31,4.717,15.054,43223.73999,64.98333333
26A,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Lower_B8,Biculture,Lower,B8,SPL16,64.98333333_xenic_Mm,31,4.851,15.875,29,10.012,34.927,43223.73999,64.98333333
26C,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Upper_F1,Biculture,Upper,F1,SPL41,64.98333333_xenic_Mm,36,9.089,25.17,33,8.846,26.538,5/3/2018 16:59,64.98333333
7A,7,Mm xenic Monoculture ,Mm,NA,xenic,Upper_A7,Monoculture,Upper,A7,SPL7,64.98333333_xenic_Mm,57,8.599,15.028,46,7.886,17.227,5/3/2018 16:59,64.98333333
7B,7,Mm xenic Monoculture ,Mm,NA,xenic,Lower_A2,Monoculture,Lower,A2,SPL2,64.98333333_xenic_Mm,55,6.062,11.022,45,7.48,16.704,43223.73999,64.98333333
7C,7,Mm xenic Monoculture ,Mm,NA,xenic,Upper_F5,Monoculture,Upper,F5,SPL45,64.98333333_xenic_Mm,41,8.398,20.708,40,8.946,22.616,5/3/2018 16:59,64.98333333
15A,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Lower_C4,Biculture,Lower,C4,SPL20,64.98333333_axenic_Sa,78,12.31,15.692,74,17.882,24.311,43223.73999,64.98333333
15B,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Lower_F6,Biculture,Lower,F6,SPL46,64.98333333_axenic_Sa,79,32.992,41.94,77,40.586,52.939,43223.73999,64.98333333
15C,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Upper_D5,Biculture,Upper,D5,SPL29,64.98333333_axenic_Sa,224,43.718,19.546,211,26.286,12.471,5/3/2018 16:59,64.98333333
17A,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Upper_E2,Biculture,Upper,E2,SPL34,64.98333333_axenic_Sa,88,48.071,54.351,79,45.443,57.2,5/3/2018 16:59,64.98333333
17B,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_C6,Biculture,Lower,C6,SPL22,64.98333333_axenic_Sa,449,27.643,6.155,439,34.547,7.864,43223.73999,64.98333333
